x,y,place,size,update,startdate,enddate,title,url
-8.55973411415269,41.35718478278401,Ribeirão,,2012/03/28,2012/03/27,2012/03/28,Incêndios continuam no Gerês - Correio do Minho,http://www.correiodominho.com/noticias.php?id=60337
-8.420382705712566,41.808277355087114,Ponte da Barca,,2012/03/28,2012/03/27,2012/03/28,Incêndios continuam no Gerês - Correio do Minho,http://www.correiodominho.com/noticias.php?id=60337
-9.377550321448087,38.802041817160521,Portela de Sintra,,2012/03/28,2012/03/27,2012/03/27,Fogo em Sintra fere bombeiros - Correio da Manhã,http://www.cmjornal.xl.pt/detalhe/noticias/nacional/portugal/fogo-em-sintra-fere-bombeiros
-8.351786260214348,40.033581524749451,"Tola, Penela",,2012/03/29,2012/03/28,2012/03/29,Coimbra: Incêndio em Penela ameaça três aldeias,http://www.tsf.pt/PaginaInicial/Vida/Interior.aspx?content_id=2390068
-8.351786260214348,40.033581524749451,"Tola, Penela",,2012/03/29,2012/03/28,2012/03/29,Incêndios/Penela: 58 idosos retirados de unidade de cuidados continuados -- proteção civil municipal,http://sicnoticias.sapo.pt/Lusa/2012/03/28/incendiospenela-58-idosos-retirados-de-unidade-de-cuidados-continuados----protecao-civil-municipal
-8.351786260214348,40.033581524749451,"Tola, Penela",,2012/03/29,2012/03/28,2012/03/29,Mais de 400 bombeiros combatem incêndio em Penela (com fotos) - A Bola,http://www.abola.pt/mundos/ver.aspx?id=323400
-8.351786260214348,40.033581524749451,"Tola, Penela",,2012/03/29,2012/03/28,2012/03/29,Penela: Fogo mantém-se «não circuscrito» e IC3 cortado,http://diariodigital.sapo.pt/news.asp?id_news=565863
-7.934766053387685,40.898056911926858,Castro Daire,,2012/03/29,2012/03/28,2012/03/29,Incêndios: Fogos em Castro Daire e Penela foram dominados esta ... - Expresso,http://expresso.sapo.pt/incendios-fogos-em-castro-daire-e-penela-foram-dominados-esta-madrugada=f715319
10.302708607550512,43.937103682305192,Camaiore,,2012/03/28,2012/03/28,2012/03/28,"Fiamme in Versilia, elicotteri in azione - gonews",http://www.gonews.it/articolo_128383_Fiamme-Versilia-elicotteri-azione.html
10.340452875807211,43.869582101333741,Massarosa,,2012/03/28,2012/03/28,2012/03/28,"Fiamme in Versilia, elicotteri in azione - gonews",http://www.gonews.it/articolo_128383_Fiamme-Versilia-elicotteri-azione.html
12.787734816188307,46.321948260199846,Tramonti di Sotto,400,2012/04/02,2012/03/24,2012/04/01,Friuli: da sabato bosco in fiamme a Tramonti di Sotto,http://www.ilgiornaledellaprotezionecivile.it/?pg=1&idart=5514&idcat=3
12.787734816188307,46.321948260199846,Tramonti di Sotto,400,2012/04/02,2012/03/24,2012/04/01,Sono ormai 110 gli ettari di bosco devastati in Val Tramontina ... - Il Giornale del Friuli Libero (Blog),http://www.ilgiornaledelfriuli.net/cron/sono-ormai-110-gli-ettari-di-bosco-devastati-in-val-tramontina-impiegato-nello-spegnimento-anche-un-canadair/
12.787734816188307,46.321948260199846,Tramonti di Sotto,400,2012/04/02,2012/03/24,2012/04/01,"INCENDI: VAL TRAMONTINA DEVASTATA DA FIAMME, 200 ETTARI IN FUMO",http://www.agi.it/trieste/notizie/201203291141-cro-rt10084-incendi_val_tramontina_devastata_da_fiamme_200_ettari_in_fumo
12.787734816188307,46.321948260199846,Tramonti di Sotto,400,2012/04/02,2012/03/24,2012/04/01,"Nordest in fiamme, incendio in Val di Non: roghi da Belluno al Friuli",http://www.lavocedelnordest.it/articoli/2012/04/01/6124/nordest-in-fiamme-incendio-in-val-di-non-roghi-da-belluno-al-friuli
12.787734816188307,46.321948260199846,Tramonti di Sotto,400,2012/04/02,2012/03/24,2012/04/01,L'incendio in Val Tramontina domato dopo 10 giorni: distrutti 400 ettari di bosco,http://www.gazzettino.it/articolo.php?id=188691&sez=NORDEST
12.787734816188307,46.321948260199846,Tramonti di Sotto,400,2012/04/02,2012/03/24,2012/04/01,"Incendi: Pordenone, brucia ancora monte Bruso', distrutti oltre 300 ettari boschivi",http://www.liberoquotidiano.it/news/972326/Incendi-Pordenone-brucia-ancora-monte-Bruso--distrutti-oltre-300-ettari-boschivi.html
8.25979333058851,44.153158194012185,Ranzi,,2012/03/28,2012/03/28,2012/03/28,Brucia la pineta di Ranzi: si cerca il responsabile del rogo - Il Vostro Giornale,http://webtv.ivg.it/2012/03/28/brucia-la-pineta-di-ranzi-si-cerca-il-responsabile-del-rogo/
-4.064292487764309,43.257825080902244,Los Corrales de Buelna,,2012/03/29,2012/03/28,2012/03/29,Espagne: les pompiers luttent contre 15 incendies de forêts dans ... - RTBF,http://www.rtbf.be/info/monde/detail_espagne-les-pompiers-luttent-contre-15-incendies-de-forets-dans-le-nord?id=7739041
21.425167028755535,40.080962162142114,Grevena,,2012/03/29,2012/03/28,2012/03/29,Φωτιά σε δασική έκταση στα Γρεβενά - Tvkosmos.gr - Ρόδος - Δωδεκάνησα  - Κόσμος. Ειδήσεις και,http://www.tvkosmos.gr/details.aspx?id=509191
2.189172507629861,44.583855580201146,Laroque-Bouillac,50,2012/03/29,2012/03/28,2012/03/29,Le massif en feu à Laroque-Bouillac - LaDépêche.fr,http://www.ladepeche.fr/article/2012/03/29/1317933-le-massif-en-feu-a-laroque-bouillac.html
-6.423558684286468,42.241019139538757,Valdavido,450,2012/03/30,2012/03/29,2012/03/30,Un incendio de nivel 2 en un pueblo de León obliga a evacuar a tres personas,http://www.elmundo.es/elmundo/2012/03/29/castillayleon/1333037445.html
-6.423558684286468,42.241019139538757,Valdavido,450,2012/03/30,2012/03/29,2012/03/30,Tres personas evacuadas y tres casas calcinadas en un incendio ... - Diario de León,http://www.diariodeleon.es/noticias/provincia/tres-personas-evacuadas-y-tres-casas-calcinadas-en-un-incendio-forestal_679595.html
-7.802056598913944,42.783973731715776,Sambreixo,35.4,2012/03/29,2012/03/29,2012/03/29,Extinguido el <b>incendio forestal</b> en Monterroso y controlados otros <b>...</b>,http://asturgalicia.net/2012/03/29/extinguido-el-incendio-forestal-en-monterroso-y-controlados-otros-dos-en-mondariz-sabaxans-y-castrelo-do-val-piornedo/
-8.418286014172416,42.260543972413487,Sabaxáns,170,2012/03/29,2012/03/28,2012/03/29,Extinguido el <b>incendio forestal</b> en Monterroso y controlados otros <b>...</b>,http://asturgalicia.net/2012/03/29/extinguido-el-incendio-forestal-en-monterroso-y-controlados-otros-dos-en-mondariz-sabaxans-y-castrelo-do-val-piornedo/
15.298989072088961,44.583410002084683,"Rastoka, Smiljana",500,2012/03/29,2012/03/27,2012/03/29,"Ugašen požar kod Smiljana, gori kod Peruče",http://www.hrt.hr/index.php?id=48&tx_ttnews[tt_news]=159361&tx_ttnews[backPid]=38&cHash=528ef96911
-8.455677221576876,42.230948245602107,Mondariz,170,2012/03/30,2012/03/29,2012/03/30,Galicia y Cantabria consiguen controlar la oleada de incendios ... - Diario Vasco,http://www.diariovasco.com/v/20120330/al-dia-sociedad/galicia-cantabria-consiguen-controlar-20120330.html
-8.062860930615972,40.760792291744501,São Pedro do Sul,,2012/03/30,2012/03/29,2012/03/30,Incêndios: Dez fogos em curso às 23:45 - Proteção Civil - i Informação,http://www.ionline.pt/incendios-dez-fogos-curso-2345-protecao-civil
-7.896498422704473,40.836389323075629,Moita,,2012/03/30,2012/03/29,2012/03/30,Incêndios: Dez fogos em curso às 23:45 - Proteção Civil - i Informação,http://www.ionline.pt/incendios-dez-fogos-curso-2345-protecao-civil
-8.285479537469657,41.206479606134259,Penafiel,,2012/03/29,2012/03/29,2012/03/29,Quase 300 operacionais combatem quatro incêndios no Norte e no Centro - i Informação,http://www.ionline.pt/portugal/quase-300-operacionais-combatem-quatro-incendios-no-norte-no-centro
-8.542879521564728,41.051305175940271,Olival,,2012/03/29,2012/03/29,2012/03/29,Quase 300 operacionais combatem quatro incêndios no Norte e no Centro - i Informação,http://www.ionline.pt/portugal/quase-300-operacionais-combatem-quatro-incendios-no-norte-no-centro
-4.050119830124689,43.186966656713004,Arenas de Iguña,,2012/03/29,2012/03/29,2012/03/29,Se reducen a seis los incendios forestales que siguen activos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/se-reducen-a-seis-los-incendios-forestales-que-siguen-activos-en-cantabria_jupJtTquzhMEjLU20MrrX6/
-4.062800514253772,43.278160032408124,Besaya,,2012/03/29,2012/03/29,2012/03/29,Se reducen a seis los incendios forestales que siguen activos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/se-reducen-a-seis-los-incendios-forestales-que-siguen-activos-en-cantabria_jupJtTquzhMEjLU20MrrX6/
-4.403061603091854,43.253774392467292,Cabrojo,,2012/03/29,2012/03/29,2012/03/29,Se reducen a seis los incendios forestales que siguen activos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/se-reducen-a-seis-los-incendios-forestales-que-siguen-activos-en-cantabria_jupJtTquzhMEjLU20MrrX6/
-4.22416933241985,43.151817655795533,"Colsa, Bárcena Mayor",,2012/03/29,2012/03/29,2012/03/29,Se reducen a seis los incendios forestales que siguen activos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/se-reducen-a-seis-los-incendios-forestales-que-siguen-activos-en-cantabria_jupJtTquzhMEjLU20MrrX6/
-4.033504960815461,43.265416692854458,San Felices,,2012/03/29,2012/03/29,2012/03/29,Se reducen a seis los incendios forestales que siguen activos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/se-reducen-a-seis-los-incendios-forestales-que-siguen-activos-en-cantabria_jupJtTquzhMEjLU20MrrX6/
-3.681939453454779,43.223360379327154,Valdicio,,2012/03/29,2012/03/29,2012/03/29,Se reducen a seis los incendios forestales que siguen activos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/se-reducen-a-seis-los-incendios-forestales-que-siguen-activos-en-cantabria_jupJtTquzhMEjLU20MrrX6/
-4.666217683481329,43.061961935649499,Vega de Liébana,,2012/03/29,2012/03/29,2012/03/29,Los incendios forestales han arrasado ya 1.300 hectáreas en Cantabria - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=1135277
-3.938295083057734,43.210434188279152,Corvera de Toranzo,,2012/03/29,2012/03/29,2012/03/29,Los incendios forestales han arrasado ya 1.300 hectáreas en Cantabria - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=1135277
-3.78244085291587,43.158868585126811,Vega de Pas,,2012/03/29,2012/03/29,2012/03/29,Los incendios forestales han arrasado ya 1.300 hectáreas en Cantabria - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=1135277
-3.428119992640703,43.30466998069209,Rasines,,2012/03/29,2012/03/29,2012/03/29,Los incendios forestales han arrasado ya 1.300 hectáreas en Cantabria - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=1135277
9.334834199750849,45.99480434014292,Esino Lario,8,2012/03/29,2012/03/29,2012/03/29,"ESINO, VASTO INCENDIO IN ZONA AGUEGLIO - Valsassinanews",http://www.valsassinanews.com/index.php?page=articolo&id=8414
4.720435369704203,46.834734915072509,Mercurey,7,2012/03/30,2012/03/29,2012/03/29,Mercurey (71) Importants feux de forêt - Bien Public,http://www.bienpublic.com/cote-d-or/2012/03/30/importants-feux-de-foret
7.825197913852166,45.622059234381027,"Perloz, Lillianes",,2012/04/02,2012/03/31,2012/04/01,Incendio tra Perloz e Lillianes distrugge ettari di boscaglia - Aosta Oggi,http://www.aostaoggi.it/2012/aprile/02aprile/news26219.htm
0.586877322672209,44.999893298560437,Douville,100,2012/04/02,2012/04/01,2012/04/01,"Dordogne: deux incendies en moins de 24 heures, 70 hectares dévastés - Le Parisien",http://www.leparisien.fr/bordeaux-33000/dordogne-deux-incendies-en-moins-de-24-heures-70-hectares-devastes-01-04-2012-1935312.php
0.483130031671028,44.93569913441199,Maurens,30,2012/04/02,2012/03/31,2012/03/31,"Dordogne: deux incendies en moins de 24 heures, 70 hectares dévastés - Le Parisien",http://www.leparisien.fr/bordeaux-33000/dordogne-deux-incendies-en-moins-de-24-heures-70-hectares-devastes-01-04-2012-1935312.php
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,Incendios forestales en Galicia continúan activos y otros se controlaron,http://www.icndiario.com/2012/04/01/incendios-forestales-en-galicia-continuan-activos-y-otros-se-controlaron/
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,"Mais de 700 hectares ardidos em incêndio no parque natural na Galiza, em Espanha",http://sicnoticias.sapo.pt/mundo/2012/04/01/mais-de-700-hectares-ardidos-em-incendio-no-parque-natural-na-galiza-em-espanha
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,Mais de 700 hectares ardidos em incêndio no parque natural na Galiza,http://www.rtp.pt/noticias/index.php?article=541303&tm=7&layout=121&visual=49
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,"Fuego calcina 750 hectáreas en parque natural en Galicia, España",http://www.eluniversal.com.co/cartagena/internacional/fuego-calcina-750-hectareas-en-parque-natural-en-galicia-espana-71270
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,"Un fuego provocado devora el Eume, el mayor bosque costero de Europa",http://www.abc.es/20120401/comunidad-galicia/abcp-fuego-provocado-devora-eume-20120401.html
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,Mais de 700 hectares ardidos no parque natural na Galiza  Ler mais: http://expresso.sapo.pt/mais-de-700-hectares-ardidos-no-parque-natural-na-galiza=f716283#ixzz1qrsEoBLj,http://expresso.sapo.pt/espanha-mais-de-700-hectares-ardidos-em-incendio-no-parque-natural-na-galiza=f716283
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,"Na Galiza o pior do fogo já passou, mas o governo regional não se livra das críticas",http://www.publico.pt/Mundo/na-galiza-o-pior-do-fogo-ja-passou-mas-o-governo-regional-nao-se-livra-das-criticas-1540488
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,El Gabinete: Incendios Forestales,http://www.ondacero.es/julia-en-la-onda/gabinete-incendios-forestales_2012040200143.html
-8.07004689835226,43.435262021064503,Parque natural de Fragas do Eume,750,2012/04/02,2012/04/01,2012/04/02,<b>Incendios forestales</b> en Galicia ponen en jaque a bomberos y militares,http://www.xn--espaavale-o6a.com/2012/04/02/incendios-forestales-en-galicia-ponen-en-jaque-a-bomberos-y-militares/
11.258760689448204,46.187886876370584,Segonzano,,2012/04/01,2012/03/30,2012/04/01,"Nordest in fiamme, incendio in Val di Non: roghi da Belluno al Friuli - La Voce del NordEst",http://www.lavocedelnordest.it/articoli/2012/04/01/6124/nordest-in-fiamme-incendio-in-val-di-non-roghi-da-belluno-al-friuli
12.289380927927885,46.095109935975906,Nevegal,15,2012/04/01,2012/03/30,2012/03/30,"Nordest in fiamme, incendio in Val di Non: roghi da Belluno al Friuli - La Voce del NordEst",http://www.lavocedelnordest.it/articoli/2012/04/01/6124/nordest-in-fiamme-incendio-in-val-di-non-roghi-da-belluno-al-friuli
-4.209327450756842,43.297736555546756,Mazcuerras,,2012/04/01,2012/04/01,2012/04/01,"Permanecen activos cinco focos en Santiurde de Toranzo, Liérganes ... - Qué.es",http://www.que.es/madrid/201204012035-permanecen-activos-cinco-focos-santiurde-epi.html
-7.91504,42.0088,Lobios,20,2012/04/01,2012/03/31,2012/04/01,Activo un incendio en Lobios y controlados otros tres fuegos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/activo-un-incendio-en-lobios-y-controlados-otros-tres-fuegos-en-las-provincias-de-ourense-y-a-coruna_VCLrqdluOVR1vvnZrnj9y/
-8.846427860145537,43.076546655032786,Santa Sabiña,45,2012/04/01,2012/03/31,2012/04/01,Activo un incendio en Lobios y controlados otros tres fuegos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/activo-un-incendio-en-lobios-y-controlados-otros-tres-fuegos-en-las-provincias-de-ourense-y-a-coruna_VCLrqdluOVR1vvnZrnj9y/
-8.168359253355153,42.208854752996679,Cortegada,20,2012/04/01,2012/03/31,2012/03/31,Activo un incendio en Lobios y controlados otros tres fuegos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/activo-un-incendio-en-lobios-y-controlados-otros-tres-fuegos-en-las-provincias-de-ourense-y-a-coruna_VCLrqdluOVR1vvnZrnj9y/
-8.251208921605318,42.376063770483761,Avión,72,2012/04/01,2012/03/30,2012/03/31,Activo un incendio en Lobios y controlados otros tres fuegos en ... - Lainformacion.com,http://noticias.lainformacion.com/catastrofes-y-accidentes/accidentes-aereos-y-espaciales/activo-un-incendio-en-lobios-y-controlados-otros-tres-fuegos-en-las-provincias-de-ourense-y-a-coruna_VCLrqdluOVR1vvnZrnj9y/
10.270629608824843,45.618509746408293,"Caino, Nave e Lumezzane",,2012/04/01,2012/04/01,2012/04/01,Vasto incendio tra Valsabbia e Valtrompia - Giornale di Brescia,http://www.giornaledibrescia.it/in-provincia/valsabbia/vasto-incendio-tra-valsabbia-e-valtrompia-1.1144415
-1.514132485092042,49.216244186830103,Lessay,15,2012/04/02,2012/04/02,2012/04/02,Lande de Lessay: 15 hectares partis en fumée ! - Tendance Ouest,http://www.tendanceouest.com/actualite-30375-lande-de-lessay15-hectares-partis-en-fumee.html
9.453777226223083,45.974586106686615,Introbio,20,2012/04/03,2012/04/01,2012/04/01,"Introbio, in fumo venti ettari di pascolo e bosco all'alpe Mota - La Provincia di Lecco",http://www.laprovinciadilecco.it/stories/Cronaca/278985_introbio_in_fumo_venti_ettari_di_pascolo_e_bosco_allalpe_mota/
9.650660681615463,45.848722967930911,San Pellegrino Terme,18,2012/04/04,2012/04/02,2012/04/03,Fiamme dolose a San Pellegrino Già in fumo oltre 5 ettari di bosco - L'Eco di Bergamo,http://www.ecodibergamo.it/stories/Cronaca/279073_incendio/
9.650660681615463,45.848722967930911,San Pellegrino Terme,18,2012/04/04,2012/04/02,2012/04/03,"S. Pellegrino, in fumo 18 ettari Si indaga su due piromani",http://www.ecodibergamo.it/stories/Cronaca/279275_s._pellegrino_in_fumo_18_ettari_si_indaga_su_due_piromani/
-4.297464931140042,43.181402167816671,Fresneda,,2012/04/02,2012/04/01,2012/04/02,"Ocho nuevos incendios forestales se han declarado este lunes, de ... - Europa Press",http://www.europapress.es/cantabria/noticia-ocho-nuevos-incendios-forestales-declarado-lunes-cinco-permanecen-activos-20120402202646.html
-4.549013167628491,43.134295907586505,Torices,,2012/04/02,2012/04/01,2012/04/02,"Ocho nuevos incendios forestales se han declarado este lunes, de ... - Europa Press",http://www.europapress.es/cantabria/noticia-ocho-nuevos-incendios-forestales-declarado-lunes-cinco-permanecen-activos-20120402202646.html
-4.301699962877795,43.203020786420765,Cabuérniga,,2012/04/02,2012/04/01,2012/04/02,"Ocho nuevos incendios forestales se han declarado este lunes, de ... - Europa Press",http://www.europapress.es/cantabria/noticia-ocho-nuevos-incendios-forestales-declarado-lunes-cinco-permanecen-activos-20120402202646.html
-3.927814153945449,43.092790862301079,Selviejo ,,2012/04/02,2012/04/01,2012/04/02,"Ocho nuevos incendios forestales se han declarado este lunes, de ... - Europa Press",http://www.europapress.es/cantabria/noticia-ocho-nuevos-incendios-forestales-declarado-lunes-cinco-permanecen-activos-20120402202646.html
10.027924501753578,45.647945858239687,Riserva Naturale Torbiere del Sebino,6,2012/04/02,2012/04/02,2012/04/02,Brescia: vasto incendio nella riserva naturale 'Torbiere del Sebino' - Meteo Web,http://www.meteoweb.eu/2012/04/brescia-vasto-incendio-nella-riserva-naturale-torbiere-del-sebino/127006/
-6.633123148783728,42.986080275435349,La Viliella,13.5,2012/04/03,2012/04/01,2012/04/02,Extinguido el <b>incendio forestal</b> en la reserva integral de Muniellos <b>...</b>,http://editor10.es/archives/13403?utm_source=rss&utm_medium=rss&utm_campaign=extinguido-el-incendio-forestal-en-la-reserva-integral-de-muniellos
6.791073708039002,48.429560186899131,Bertrichamps,8,2012/04/03,2012/04/02,2012/04/02,Petit incendie de forêt en Meurthe-et-Moselle - CATastrophes NATurelles.net,http://www.catnat.net/veille-catastrophes/veille-des-catastrophes-naturelles/veille-catastrophes-france/206-incendies-de-foret-france/13804-petit-incendie-de-for%C3%AAt-en-meurthe-et-moselle
16.451667088139079,57.707700937548132,Västervik,7.5,2012/04/05,2012/04/04,2012/04/05,Stor skogsbrand i Västerviks kommun - Sveriges Radio,http://sverigesradio.se/sida/artikel.aspx?programid=86&artikel=5052868
30.290689580842457,40.689821111770897,Sakarya,20,2012/04/04,2012/04/03,2012/04/03,Sakarya'da 200 dönüm tarım arazisi kül oldu - Mynet Haber,http://haber.mynet.com/sakaryada-200-donum-tarim-arazisi-kul-oldu-623940-yasam/
2.240696682185433,44.096394472836081,Lunaguet,7,2012/04/04,2012/04/02,2012/04/02,7 à 8 hectares ont brûlé - LaDépêche.fr,http://www.ladepeche.fr/article/2012/04/04/1322360-7-a-8-hectares-ont-brule.html
32.002120995545013,36.560001111559068,Alanya,6,2012/04/07,2012/04/07,2012/04/07,Alanya'da 6 hektar orman yanarak kül oldu - Polis Haber,http://www.polis.web.tr/asayis-adliye/alanyada-6-hektar-orman-yanarak-kul-oldu-h41155.html
30.315333920632828,40.284460294222704,Gölpazarı,,2012/04/07,2012/04/07,2012/04/07,Gölpazarı'nda Orman Yangını - Haberciniz,http://www.haberciniz.biz/golpazarinda-orman-yangini-1392976h.htm
28.310214980190391,37.67125112785051,Bozdoğan,50,2012/04/06,2012/04/06,2012/04/06,50 Hektar Karaçam Ormanı Kül Oldu - Haberler,http://www.haberler.com/50-hektar-karacam-ormani-kul-oldu-3516828-haberi/
-8.66993,38.8803,Foros de Almada,,2012/04/13,2012/04/12,2012/04/13,Benavente: Fogo em floresta - Correio da Manhã,http://www.cmjornal.xl.pt/detalhe/noticias/nacional/portugal/benavente-fogo-em-floresta
-2.20954,47.8731,Monteneuf,4,2012/04/16,2012/04/16,2012/04/16,Quatre hectares de bois brûlés à Monteneuf - Ouest-France,http://www.ouest-france.fr/ofdernmin_-Quatre-hectares-de-bois-brules-a-Monteneuf_40771-2066980-pere-bre_filDMA.Htm
5.381662130989189,51.056946819030323,Helchteren,500,2012/04/17,2012/04/16,2012/04/16,Feu de forêt sur des terrains militaires à Helchteren après des tirs d'exercice,http://www.rtbf.be/info/societe/detail_feu-de-foret-sur-des-terrains-militaires-a-helchteren-apres-des-tirs-d-exercice?id=7748818
29.128291267942355,36.653477633911834,Fethiye,10,2012/04/18,2012/04/18,2012/04/18,Fethiye'de orman yangını! - Vatan,http://haber.gazetevatan.com/fethiyede-orman-yangini/444433/7/Yasam
26.290930461916385,37.621822935091792,Agios Kirykos,5,2012/04/18,2012/04/17,2012/04/17,Πυρκαγιά σε δασική έκταση - Έθνος,http://www.ethnos.gr/article.asp?catid=22768&subid=2&pubid=63645418
32.889680658729048,41.203608890844578,Safranbolu,500,2012/04/20,2012/04/18,2012/04/20,KARABÜK'TEKİ ORMAN YANGINI 21 SAAT SONRA KONTROL ALTINA ALINDI,"http://www.haberx.com/karabukteki_orman_yangini_21_saat_sonra_kontrol_altina_alindi(17,n,10950782,768).aspx"
32.889680658729048,41.203608890844578,Safranbolu,500,2012/04/20,2012/04/18,2012/04/20,Fırtına yangını körükledi,http://www.sabah.com.tr/Yasam/2012/04/19/firtina-yangini-korukledi
32.889680658729048,41.203608890844578,Safranbolu,500,2012/04/20,2012/04/18,2012/04/20,Karabük'te Orman Yangını,"http://www.trt.net.tr/trtavaz/karabuk-te-orman-yangini--haber-detay,tr,37403.aspx"
32.889680658729048,41.203608890844578,Safranbolu,500,2012/04/20,2012/04/18,2012/04/20,Karabük'teki Orman Yangını - Haber FX,http://www.haberfx.net/karabukteki-orman-yangini-haberi-475898/
32.889680658729048,41.203608890844578,Safranbolu,500,2012/04/20,2012/04/18,2012/04/20,Safranbolu ormanları alevlere teslim,http://www.sabah.com.tr/Yasam/2012/04/20/safranbolu-ormanlari-alevlere-teslim
-0.636132249457144,38.198809454177436,"Santa Pola, Valencia, ES",,2012/04/23,2012/04/23,2012/04/23,"Declarado un incendio forestal en la partida de Baya, en Santa Pola - ABC.es",http://www.abc.es/agencias/noticia.asp?noticia=1152015
21.149163658433288,40.760948972184153,Karyes Florina,,2012/04/26,2012/04/26,2012/04/26,Τέσσερις εστίες πυρκαγιάς στη Δ. Μακεδονία - NewsBomb,http://www.newsbomb.gr/koinwnia/story/130992/tesseris-esties-pyrkagias-sti-d-makedonia
19.675912542183031,46.686290835872917,Bugac,1100,2012/04/30,2012/04/29,2012/04/30,1100 hektár erdő égett le a Bugac pusztán,http://index.hu/belfold/2012/04/30/1100_hektar_erdo_egett_le_a_bugac_pusztan/
-2.763405133453209,36.864331966450962,Sierra de Gádor,217,2012/05/02,2012/05/01,2012/05/02,"Incendio de Sierra de Gádor , todavía - Ideal Digital",http://www.ideal.es/agencias/20120501/mas-actualidad/sociedad/incendio-sierra-gador-todavia-activo_201205012211.html
-2.763405133453209,36.864331966450962,Sierra de Gádor,217,2012/05/02,2012/05/01,2012/05/02,"El incendio de Sierra de Gádor, en Almería, ha afectado a 217 hectáreas",http://www.que.es/ultimas-noticias/sucesos/201205021356-incendio-sierra-gador-almeria-afectado-efe.html
7.91635,48.8989,Betschdorf,5,2012/04/30,2012/04/30,2012/04/30,Soufflenheim Cinq hectares en fumée - DNA - Dernières Nouvelles d'Alsace,http://www.dna.fr/edition-de-haguenau/2012/04/30/cinq-hectares-en-fumee
7.496792829644857,43.804675717547148,Castellar,10,2012/04/28,2012/04/28,2012/04/28,Dix hectares parcourus par un incendie à Castellar (vidéo) - Nice-Matin,http://www.nicematin.com/derniere-minute/dix-hectares-parcourus-par-un-incendie-a-castellar-video.856759.html
23.727961238006344,41.574920599542942,Gotse Delchev,,2012/05/02,2012/05/02,2012/05/02,Голям пожар бушува в близост до Гоце Делчев,http://www.novini.bg/news/63827-Ð³Ð¾Ð»ÑÐ¼-Ð¿Ð¾Ð¶Ð°Ñ-Ð±ÑÑÑÐ²Ð°-Ð²-Ð±Ð»Ð¸Ð·Ð¾ÑÑ-Ð´Ð¾-Ð³Ð¾ÑÐµ-Ð´ÐµÐ»ÑÐµÐ².html
17.336882965848201,59.862789768533077,Vänge,6,2012/05/03,2012/05/03,2012/05/03,Sju brandbilar bekämpade skogsbrand i Vänge - Sveriges Radio,http://sverigesradio.se/sida/artikel.aspx?programid=94&artikel=5092592
17.964082215759959,43.655739171954146,Konjica,200,2012/05/06,2012/05/06,2012/05/06,BiH: Hrvatski kanaderi pomogli u lokaliziranju požara kod Konjica,http://dnevnik.hr/vijesti/hrvatska/bih-hrvatski-kanaderi-pomogli-u-lokaliziranju-pozara-kod-konjica.html
3.863194152904583,43.698166159391519,Prades-le-Lez,7,2012/05/14,2012/05/13,2012/05/13,Un premier feu de pinède aux portes de Montpellier - Midi Libre,"http://www.midilibre.fr/2012/05/13/un-premier-feu-de-pinede-aux-portes-de-montpellier,500677.php"
